"";"means";"sd";"sr"
"1";1,06974146497037;4,22033527763853;0,253473099788636
"2";0,9815083161858;4,48473078198021;0,218855571025474
"3";1,02135162789417;3,80302163878343;0,268563191299877
"4";0,989355800632;4,34330014311839;0,227788954949281
"5";1,22562071302187;4,5484404055429;0,269459551790165
"6";1,05895041907833;5,55503021286788;0,190629101642929
"7";1,03034864000773;4,13052418259265;0,24944742954174
"8";0,940484079005333;3,45742483645436;0,272018662297172
"9";1,122928305049;4,4837865146072;0,250441964930923
"10";1,07569200474777;4,27905866878674;0,25138519660745
"11";1,220449882624;4,62991609747893;0,263600863801518
"12";1,04812118067423;3,87409646518173;0,270545968613372
"13";1,02392263083957;4,85674114488165;0,21082503684979
"14";1,05110081304813;3,74048130715586;0,281006834879054
"15";1,0260248374673;3,58833499147075;0,285933403627615
"16";0,9277947672762;3,89784660098206;0,238027521925168
"17";1,1276786516938;4,95953301351635;0,227375974435598
"18";0,7711662926658;3,72705750314637;0,206910221271012
"19";1,04009228252533;4,32013104544197;0,24075479923756
"20";1,1594875691441;4,5695183084196;0,253743937737962
"21";1,31499603159047;5,05716169833851;0,260026495103468
"22";0,997502484315733;3,41922336704779;0,291733641600897
"23";0,950994347539733;3,29619387712965;0,288512867564655
"24";1,43385701183727;6,55287306701346;0,218813487942436
"25";0,959937579147367;3,86445601039483;0,248401735345227
"26";1,10117124354667;4,01454494374417;0,274295408066763
"27";1,12115845938243;4,52605995563001;0,247711800191204
"28";0,945770082336067;3,09860077901282;0,305224890131661
"29";1,09691408643787;4,11087564703522;0,266832222772043
"30";1,5841802285908;5,07844482766278;0,311941998456223
"31";1,02948946611647;5,11481590239491;0,201275957094454
"32";1,2436154786104;4,8074120511142;0,258687099293303
"33";1,25400416028297;4,47282928135668;0,280360389677695
"34";1,00895115372373;4,11464528801321;0,245209752749043
"35";1,18327010364047;4,36209177208389;0,271262083758313
"36";1,1031788937019;4,27623484174852;0,257979024662457
"37";1,03505221177527;3,56658270962309;0,290208386022442
"38";1,06634059592227;4,35233485989172;0,24500426328612
"39";0,9500685773279;3,4188725551817;0,277889439279613
"40";1,0252123401857;4,49433012753585;0,22811237961903
"41";1,46989923377547;6,22324723843846;0,236194895921296
"42";1,40721634620307;5,90806434621318;0,238185683794225
"43";0,958413995329533;3,50411878176269;0,273510704122712
"44";0,8576501903233;3,55451552783478;0,241284693682499
"45";1,28803249862893;5,35907737928224;0,240345941562322
"46";1,19546707702683;4,64067383773987;0,257606356065105
"47";1,04817663849053;3,7290814716577;0,281081721184435
"48";1,11435823212733;4,6683923163109;0,238702781733633
"49";1,3253469107466;6,6237985500405;0,200088650150524
"50";1,00511584517597;4,46612232669949;0,225053362100531
"51";1,1053604267997;4,38461495575464;0,252099771121055
"52";1,09098183859033;4,20521734205255;0,259435303778575
"53";0,9375474865273;4,02971586546325;0,23265845975955
"54";0,8578833651742;3,48591784967673;0,246099708073659
"55";0,996305672551467;4,12908405276297;0,241289753325508
"56";1,20534036531777;4,44647796378528;0,271077552871006
"57";1,08612412122623;4,76915938953625;0,227739111343026
"58";1,100979910991;4,344605138341;0,25341311256917
"59";0,993998945603566;3,7712285185529;0,263574307606526
"60";1,06037968935023;4,13000272251499;0,256750360857997
"61";1,02706733578407;4,39310831023403;0,23379057907392
"62";1,1066490212638;4,12649129644669;0,268181595879466
"63";1,04791517797467;4,88756705797664;0,214404255848406
"64";1,16600417037673;4,3006404478021;0,271123379070816
"65";1,03916520670723;4,50635094366619;0,230600150697941
"66";0,668194174129333;2,39187169752258;0,279360374898631
"67";1,12847421310747;4,21403935208833;0,267789196735487
"68";1,1099415034628;4,27747712989048;0,259485081920524
"69";1,08638574880233;4,28529581508893;0,253514762032779
"70";1,02837408577497;4,17196634953978;0,246496256109163
"71";1,0620733024965;4,08906481055288;0,259735013188235
"72";1,02798079133887;3,63922369278521;0,282472548575908
"73";1,0603349484864;3,76356448659014;0,281736888597087
"74";1,15394769157243;5,60420026740738;0,20590764721302
"75";1,5326268215744;5,43793311074267;0,281839954696516
"76";1,1373898433859;4,89752223754254;0,232237810921429
"77";1,07671403234643;3,53387983242144;0,304683261289239
"78";1,1145244815736;4,84365306643236;0,230099981622861
"79";1,0701177973466;4,23482279291377;0,252694823296326
"80";1,3410348832534;5,20750686628893;0,257519561219335
"81";1,2008160311469;4,58806874716584;0,261725814786161
"82";1,14689461868967;4,06577420848549;0,282085172436786
"83";1,00579681961003;3,58933440683385;0,280218198029993
"84";0,754052981707333;2,86911170464789;0,262817575379093
"85";0,670733558342833;3,17517469976028;0,211243040703705
"86";1,01338889402387;3,69892867936213;0,273968216710419
"87";1,01152219063577;3,7156304624812;0,27223433569341
"88";1,00114214641123;4,05423519071464;0,246937362860481
"89";1,10518851376077;4,39956990947501;0,251203762299721
"90";1,0598421031237;4,32141342485387;0,24525357769016
"91";0,918487052417967;3,81009807463577;0,241066511786779
"92";1,0759839775672;3,89451274852671;0,276282052992186
"93";0,9372163636306;3,98760518384412;0,235032386713648
"94";1,09326807237983;4,61620790106392;0,236832503173841
"95";1,17401234813163;4,54066086038845;0,258555391875534
"96";1,00972175188593;3,9280503049339;0,257054180446124
"97";1,05316783313377;3,84149208607187;0,274155929398435
"98";0,971340555397233;3,67094556232349;0,264602277235197
"99";0,940127632270166;4,09554435038516;0,229548883332628
"100";1,11280796382303;4,26300838233132;0,26103818337192
"101";1,00560025754917;3,68102839517242;0,273184596692595
"102";1,1716344490607;4,62676880393485;0,253229521229649
"103";1,12906109037277;4,7336315143685;0,23851900743554
"104";1,10168681722247;3,70553833295227;0,297308169079101
"105";1,06616731185883;4,61750976877345;0,230896601252246
"106";0,942066011681867;3,74986592183671;0,251226585514939
"107";1,1799952107464;6,0802148832363;0,194071300670599
"108";1,02539398558173;4,49700459566556;0,228017108670527
"109";1,0800977134491;4,17675403685398;0,258597394991124
"110";1,14513690005217;4,78770695046989;0,239182746959853
"111";0,936889181830633;3,93488666162244;0,238098136591393
"112";0,939150302688467;4,16171650406715;0,225664170486062
"113";1,18424070014873;4,10732118841503;0,288324347141139
"114";1,2731909717134;5,59620818151205;0,227509579775746
"115";1,05872491152133;4,06345454277965;0,260547989493959
"116";0,590580632892167;2,8814168617704;0,204961885497298
"117";0,8856690512204;3,21833607108921;0,275194706723296
"118";1,0448764484816;4,39094875820674;0,23796143066546
"119";1,04371095098743;3,50669178423934;0,297634070857993
"120";1,1734162489141;4,64715100530798;0,252502285287012
"121";1,03385889863867;4,41748067258121;0,234038126087503
"122";1,02148010217507;4,27539701507863;0,238920525642992
"123";1,1179437191758;4,42624512723098;0,252571578627227
"124";0,9807751563445;3,86994873330102;0,253433630245512
"125";1,0363704059069;3,82276090324251;0,271105212211373
"126";0,930372909455667;4,51537780317824;0,206045418569584
"127";1,25109522100127;5,74366344296741;0,217821819370896
"128";0,9725134325909;4,14348400097389;0,234709107688679
"129";1,06439732337873;3,72398247245007;0,285822323615409
"130";0,9943395632307;4,3166430998379;0,230350191163138
"131";1,16876779340217;4,7096534408343;0,248164288112699
"132";1,09042022592203;4,11821819869337;0,264779614219568
"133";1,0541271165182;4,44652362574982;0,237067697203665
"134";1,0631851104844;4,24820801242567;0,25026672596414
"135";1,2466221548125;5,12409693981296;0,24328621598209
"136";0,980871531333234;3,99472503460694;0,245541688811066
"137";1,07324267924693;4,91481641878421;0,218368823532258
"138";0,928734572284067;3,64255742821643;0,254967722702129
"139";0,92026525551;3,61941531692665;0,254257987804346
"140";0,9196464365511;3,85717973379474;0,238424574435462
"141";1,26202283654357;5,76725784447821;0,218825457535573
"142";1,3054717914565;4,38925252114054;0,297424626441241
"143";1,00622437118873;3,82609360252338;0,262990003831874
"144";1,24922728635527;4,29906726745001;0,290581004817877
"145";1,0037908350488;4,9325035346471;0,203505345307496
"146";1,0601599321689;4,84552685641038;0,218791467591675
"147";1,0304487843846;4,06949111529563;0,253213179532828
"148";1,03087109336713;3,68594827972551;0,279675951786253
"149";0,704888488147867;3,26641180833321;0,215799026426971
"150";0,988072803864433;3,77376841037246;0,26182656072605
"151";1,00655407549033;4,21081264675768;0,239040337324288
"152";1,17318291911737;4,42769252336256;0,264964857637948
"153";1,18400045383757;5,08467806082955;0,232856523003622
"154";1,0803842973488;4,31221483103373;0,250540462310365
"155";1,1289126418821;3,78780516988524;0,298038729884384
"156";1,02317967742433;4,08080673316733;0,250729756228908
"157";1,06205027660297;4,33279311517074;0,245119083319333
"158";1,06734742353513;4,56141622759764;0,233994744236983
"159";1,18313618038297;4,5230528317958;0,26157912020524
"160";1,02700626794287;4,08633835896807;0,251326781515522
"161";0,868527178927933;3,37687025969355;0,257198859338691
"162";1,0235635890305;4,11534622001808;0,248718706594266
"163";1,01712003844343;4,21782002505214;0,241148278589924
"164";1,09336545140563;3,93758440334545;0,277674162483143
"165";1,14033464444;4,59611177425029;0,248108553588432
"166";1,0618134756079;4,15786294485444;0,255374813862479
"167";0,979586699375867;3,51438975956406;0,278735930387351
"168";1,06722113317987;3,88434707475038;0,27474916958816
"169";0,9638456966858;3,96740577318445;0,242941043036333
"170";1,09041778807773;3,87302539763368;0,281541605367202
"171";0,988486215763867;4,00367871246174;0,24689449048125
"172";1,10883207811713;4,40661675502751;0,25162888895479
"173";1,01711394406557;3,71490022134043;0,273793072078411
"174";1,16655758516223;5,26813322498313;0,221436614326694
"175";1,50632955505763;4,93272147399935;0,30537494626396
"176";0,911922920631833;3,16837267590849;0,287820598746438
"177";0,9252067005342;3,68211776996123;0,251270263021473
"178";0,6517073102055;3,19469066397612;0,203996999632629
"179";1,09212619181527;4,91002359073656;0,222427890952645
"180";1,05696697710717;4,28699441992944;0,24655198341139
"181";1,0994125544724;4,33910814491414;0,253372932352704
"182";1,1255416749642;4,20966407465814;0,26737090062361
"183";1,05792031210627;4,48870733572621;0,235684849329815
